"tweetid","username","tweet","created_at","place","location","classification"
"1386","zingbling","5 years ago a movie I directed came out starring this fineness (&amp; this one, &amp; this one, &amp; all of them)... if it’s time for a bad news break or some black love, check it out and have a great weekend ❤️ https://t.co/oWTwbqptq5","2020-07-11 19:27:24",NULL,"LA, but in a NY state of mind","neutral"
"1387","mortiz1911","Everyone out here hurting because they don’t know themselves.... motha fuckas stop drinking and do meditation or something! It’ll actually help heal you.","2020-07-11 19:27:24",NULL,"Texas, USA","neutral"
"1388","IyfaIt","got my grades back today and considering how all over the place this year has been academically and mentally, i still got all firsts / high 2.1s !!!!! heck yeah","2020-07-11 19:27:24",NULL,"south east london","neutral"
"1389","stellaalienz","Lefse mixed up, now it sits in fridge overnight. Then flour added and rolled into balls then flattened. So far so good. I added a bit extra sugar and some positive affirmations. Blessing my bread lol. https://t.co/Kmw3Qp190i","2020-07-11 19:27:25",NULL,NULL,"neutral"
"1390","ProletariatRis1","See, his family came from huge wealth - they had been slave-owners and of the ""landed, propertied class"" but had lost that fortune in speculation and vice. They were reduced to a large family living in a tiny one-bedroom cabin, and having to live off the land.","2020-07-11 19:27:25",NULL,NULL,"neutral"
"1391","jasmine_naghedi","please help our friend John with his medical bills, he was shot in the head with a rubber bullet by RPD and is still recovering https://t.co/wY4g73Li8r","2020-07-11 19:27:25",NULL,"Richmond, VA","neutral"
"1392","purpIejunhui","emailing companies abt CA specifically and not receiving a response back feels so akin to students emailing and calling unis/colleges to not take online exams mmm:)","2020-07-11 19:27:27",NULL,"blm acab","neutral"
"1393","WSB_memes","Most Anticipated Earnings Releases for the week beginning July 13th, 2020 via /r/wallstreetbets #stonks #wallstreetbets https://t.co/n67UAM6gbk","2020-07-11 19:27:29",NULL,"Get tendies ????","neutral"
"1394","sxpercxrp13","#BringNayaHome I just want to wake up one day &amp; see news that she has been found alive. I miss her so much. Please get her back to trending. If more people are talking about her, &amp; telling the police to look on land, maybe they will listen. Please get her back to trending. ♡","2020-07-11 19:27:29",NULL,"crying over supercorp ????????","neutral"
"1395","Mojo54David","Does 'cancel culture' stifle free speech and debate? https://t.co/7ugEwh8Lqv because of weak Mayors and Governors, most of whom are Democrats we now have to deal with cancel culture.","2020-07-11 19:27:30",NULL,NULL,"neutral"
"1396","ranbirluwang","Youtube SEO Tips - 1

1. Use the target keyword to name the video file.
2. Insert your keyword in the video title.
3. Optimize your video description using the targeted keywords.
4. Tag your video with keywords that relate to your topic.

#youtube #SEOTips","2020-07-11 19:27:31",NULL,"Bangalore","neutral"
"1397","ChessyHour","Kepa wasn’t at fault for all of the goals to be honest. First one had a few deflections but he palmed it back into a danger area and couldn’t react.

Second one was a great header. I’d of liked Kepa to at least to have tried to make a dive. At least attempt.","2020-07-11 19:27:32",NULL,NULL,"neutral"
"1398","nukkulareaction","Watching Magic Kingdom footage from today and just C R Y I N G.

Should have been getting on an airplane Tueday to head down and go on a private safari tour and get married ????","2020-07-11 19:27:33",NULL,"Chicago, IL","neutral"
"1399","KLFY","Joel Schwartz, the couple’s lawyer, said a search warrant was served Friday evening and that the gun Mark McCloskey was holding in the video was seized. https://t.co/ExCqJ1HyUa","2020-07-11 19:27:33",NULL,"Lafayette, LA","neutral"
"1400","Rogan_OConnor","I’m confused... Abu Dhabi is a way different time zone to USA.. are they fighting at like 8am local time? #UFC251 #UFCFightIsland","2020-07-11 19:27:33",NULL,"Stratford-Upon-Avon, England","neutral"
"1401","seungyoungrrr","seungyoun's reaction when the staff told him he was singing the wrong lyrics couldn't be cuter, how can he be so adorable??
 https://t.co/2LSNfx0SeZ","2020-07-11 19:27:36",NULL,"ᵀⁱⁿʸ ᵃⁿᵈ ᶜᵘᵗᵉ ⁿᵃᵗⁱᵒⁿ","neutral"
"1402","warriorrabbit","I haven’t even eaten lunch yet, but am thinking about how I need dessert tonight but don’t have dessert on hand, and how that’s complicated by not wanting to leave the house at all today...","2020-07-11 19:27:36",NULL,"San Diego","neutral"
"1403","HarshithaGN","#vtu final year student are going crazy as govt announced the exams are in September. No official time table by vtu though. Last year #students are unlucky though! 
Even sem and they missed,  sports day,  fest,  ethnic day and farewell. Anyways than all these we need to be safe.","2020-07-11 19:27:36",NULL,"Bengaluru","neutral"
"1404","rishabk7","Oh man! is it just me or you also have to go back some time and read your own tutorial to figure out how you did it that time! https://t.co/Zs3OVLuCtK","2020-07-11 19:27:36",NULL,"Kingston, Ontario","neutral"
"1405","goodgirlbadways","Yoooooo I just made my ig account public for a sec and all 100+ friend requests I had intentionally unacceptable ALL went through and skdksnfksk JUST NO","2020-07-11 19:27:37",NULL,NULL,"neutral"
"1406","ponytailpumpkin","Then please tell me what else it could mean. Esp now that it's seen on Amazon, Etsy, Shutterfly, Walmart. Sounds like you're not concerned at all. At any rate, prepare yourself bc this stuff is nightmarish and will implicate many.","2020-07-11 19:27:37",NULL,NULL,"neutral"
"1407","AvatarChae","Lol a couple months ago I mentioned how after they give you a good run of killing blacks on front street, they start up the slave movie engine lolol","2020-07-11 19:27:37",NULL,"Academy of the Unseen Arts","neutral"
"1408","srimusicindia","A happy love song about the third date.

Out exclusively on SoundCloud.
Link: https://t.co/CoMGRBQwyA

Wrote this a month back. Engineered it since with my humble setup. A song I've been wanting to write for a long while. A true story. And one, very close to my heart.

#LoveDate https://t.co/18xLyLgpkH","2020-07-11 19:27:38",NULL,"Bombay, India","neutral"
"1409","kakau","So keep ya love lockdown, ya love lockdown
Keeping ya love lockdown, ya love lockdown
Now keep ya love lockdown, ya love lockdown
Now keep ya love lockdown, you lose","2020-07-11 19:27:39",NULL,"São Paulo, SP, Brasil","neutral"
"1410","OttenbergEve","So Trump's afraid he'll lose his base if he mandates masks. So are some governors. But the lesson from other countries is that masks save lives from covid. Pity these cowardly wimps are in charge in the US. We pay for their pusillanimity in blood.https://t.co/m27ctDpn1m","2020-07-11 19:27:40",NULL,"Silver Spring, MD","neutral"
"1411","DreamFNRP","Rocket launch:❌
Kevin birth:❌
Kevin sinking: ✔️
Butterfly event: ❌ (story soon) 
Ice king event: ✔️
Marshmello Concert: ✔️
Unvaulting event: ✔️
The Final showdown: ❌
The end: ❌ (also story soon) 
Star Wars: ✔️
Astronomical: ✔️
The device:✔️
New year 2019:❌
New year 2020: ✔️","2020-07-11 19:27:40",NULL,"Subcon forest with snatchy ????","neutral"
"1412","lilyisadweeb","the fact he’s seen and read all of our tweets showing him how much we love him is making me so eMOTIONAL, it’s what he deserves ????","2020-07-11 19:27:41",NULL,"probably crying","neutral"
"1413","Cuchulain09","This is fascinating and a little bit terrifying, from David Wood! Actually from George Orwell. But David relates it to today: https://t.co/b9VsNlAR4c","2020-07-11 19:27:41",NULL,"Washington, DC","neutral"
"1414","sanddansa","I can see his point of view. If it were down to sane people who follow guidelines we could manage it but sadly the general public is collectively insane.","2020-07-11 19:27:41",NULL,NULL,"neutral"
"1415","egusiking1","???????????????? it's ok Chelsea is still on top of Man Utd, so I'll wait until the deal is done before I'll talk. Meanwhile Blues fans pls stop obsessing about MAGUIRE and pressure ur admin to get u a CB and a Good Keeper.????????????","2020-07-11 19:27:42",NULL,NULL,"neutral"
"1416","PaigeyyRebeccax","I remember creepy men would ask me if I had my first bleed yet; young girls are often told they’re becoming women when they experience their first period. 
That needs to stop. 
I was 10 when I got my period. 
I was NOT a woman at 10.","2020-07-11 19:27:42",NULL,"Oblivion","neutral"
"1417","marinela1013","Tell SM and their racist idols to stop them specially with their white power and their confederate flags https://t.co/8awWCld4sg","2020-07-11 19:27:42",NULL,NULL,"neutral"
"1418","transpocalypsee","What Is On Your Search
For Truth On Your Search
For The Reality Of Your
Self The First Thing To
Do Is To Remove Your
Masks Unless You Uncover
Your Real Face You Will
Never Discover Your Self15598126602110","2020-07-11 19:27:43",NULL,NULL,"neutral"
"1419","blingerism","it was a very well made episode and it made me emotional since i relived a lot of repressed memories while watching it... i’m glad he didn’t kept going on about the devastation but rather how we found clever ways to survive","2020-07-11 19:27:43",NULL,"she/her ✿ 19","neutral"
"1420","TheTee73","#MASKHOLE: Selfish morons who think they don't need to wear a mask. Aka #COVIDIOTS. #TrumpLiesPeopleDie #TrumpIsALaughingStock #CrimesAgainstHumanity #enemyofthepeople","2020-07-11 19:27:43",NULL,NULL,"neutral"
"1421","diamondsong","Oh hey hai, G'morning!
Dunno about you, but sometimes
You need a minute
... to take a breath
... to get your bearings
... to remind yourself WHY

You do what you do.

Take that minute today, if you can +
Make today amazing!","2020-07-11 19:27:44",NULL,"Undisclosed Bunker","neutral"
"1422","grownupgapyear","Me: *Idly reads out a random tweet while scrolling through Twitter*

Scientist husband: ""What's the source of that? What was their study sample? Who led it? How...""

*Why do I never learn?*","2020-07-11 19:27:44",NULL,NULL,"neutral"
"1423","_itskbby","DO NOT become an organ donor. learned first hand how they fuck you and your family over when my best friend passed away.","2020-07-11 19:27:45",NULL,NULL,"neutral"
"1424","cesurarts","Whenever I get angry at my (lacking) digital art skills I cheat on them with my watercolor because I know they’ll never disappoint me
 
That being said, I do plan to finish this in July too https://t.co/ocQxVcY6Be","2020-07-11 19:27:46",NULL,NULL,"neutral"
"1425","Kat4Obama","The cry of exasperated parents for millennia: ""If everybody else jumped off the roof, would you have to do it too?""

If you're a spineless Republican, the answer is yes.","2020-07-11 19:27:46",NULL,"Washington State, USA","neutral"
"1426","_SKU1L","Surveying the area in front of him, a lot of distance already made with the two of them . . .  all that work at the gym was paying off—  the running not slowing down unless a road was in the way.

“  I— well, yeah, but . . .  this’ll make sure we don’t miss anythin’—!  “","2020-07-11 19:27:46",NULL,"SINCE YOUR NAME HAS BEEN DISGRACED ALREADY, WHY NOT HOIST THE FLAG AND WREAK HAVOC…? THE ???????????","neutral"
"1427","TarsisDutra","Taking inatiative is challenging. Yes, you will be judged. People  will assume on how/ where/ when you should act/live YOUR life based on THEIR belief/opinion of what’s right/wrong. Remember, It’s YOUR life. Be positive, smile. Have faith in something. Put in some REAL work. ????????","2020-07-11 19:27:47",NULL,NULL,"neutral"
"1428","a_reformed","Damn y'all being more colorist than usual...do I need to make next week episode about desirability and colorism? Let me see who I wanna talk to about this!","2020-07-11 19:27:49",NULL,NULL,"neutral"
"1429","hansemende","It‘s #WorldRumDay to celebrate today. Let‘s start #SaturdayNightSip with a  Venezuelan Santa Teresa 1796 Ron Antiguo de Solera produced by https://t.co/gLbAT5GtZO https://t.co/3kFrGsy0Qk","2020-07-11 19:27:49",NULL,"Zürich Schweiz Europa Welt","neutral"
"1430","PurgeThatUrge","Other people wrecking shit is my fault too: “This glass is gonna get broken”

“You mean u foresee ur going to break it out of carelessness later &amp; you’re blaming this future breaking on ME right now”

“Well maybe you should put it somewhere else if you don’t want it broken.”","2020-07-11 19:27:50",NULL,"California, USA","neutral"
